일시,지점,폭염여부(1/0),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(1/0),열대야(1/0),자외선지수(단계)
2023-07-25,흑산도(169),0,29.3,26.8,23.5,21.9,97.3,0,0,4
2023-07-25,산청(289),0,32,30.2,25.3,23.8,94.3,0,0,3
2023-07-25,영주(272),0,31.1,29.4,24.7,22.5,94,0,0,2
2023-07-25,계룡(636),0,30.6,28.6,24.6,22.1,94,0,0,1
2023-07-25,부여(236),0,31.4,29.7,25.3,23.3,93.8,0,0,3
2023-07-25,보은(226),0,29.9,27.9,24.5,22.9,93.3,0,0,2
2023-07-25,제천(221),0,30.7,28.9,24.7,22.3,92.1,0,0,3
2023-07-25,태안(627),0,31.1,28.9,26.1,24.1,92,0,0,3
2023-07-25,증평(623),0,30.9,28.8,25.8,23.3,92,0,0,1
2023-07-25,삼천포(907),0,32.5,30.2,25.6,23.1,92,0,0,4
2023-07-25,거창(284),0,31.3,29.9,24.8,22.9,91.3,0,0,3
2023-07-25,금산(238),0,30.4,28.8,25,23.1,91.1,0,0,2
2023-07-25,임실(244),0,30.1,28.2,25.1,22.9,90.8,0,0,1
2023-07-25,통영(162),0,31.1,29.7,25.7,23.7,90.1,0,0,4
2023-07-25,당진(616),0,31.8,30,26.8,24.9,90,0,0,3
2023-07-25,고성(918),0,31.9,29.9,26.5,24.3,90,0,0,3
2023-07-25,서천(614),0,31.6,29.8,26.1,23.9,90,0,0,2
2023-07-25,하동(932),0,32.3,30.2,26.5,23.6,90,0,0,4
2023-07-25,논산(615),0,31.7,29.9,25.5,22.7,90,0,0,1
2023-07-25,무주(701),0,31.4,30.4,24.7,22.2,90,0,0,1
2023-07-25,봉화(271),0,29.6,28.2,23.7,21.4,89.8,0,0,1
2023-07-25,철원(95),0,31.6,30.1,25.8,23.4,89.5,0,0,1
2023-07-25,세종(239),0,30.9,29.3,25.3,22.9,89.1,0,0,2
2023-07-25,영월(121),0,30.6,29.7,24.7,22.8,89.1,0,0,1
2023-07-25,청양(618),0,30.9,29.4,25.9,23.8,89,0,0,3
2023-07-25,공주(612),0,30.7,28.9,25.4,22.9,89,0,0,1
2023-07-25,단양(601),0,32.1,31.4,25.4,22.6,89,0,0,2
2023-07-25,진안(703),0,29.6,27.7,24.2,21.2,89,0,0,1
2023-07-25,거제(294),0,30.7,28.8,25.9,24.2,88.6,0,0,4
2023-07-25,군산(140),0,31.9,30.4,26.1,23.9,88.5,0,0,1
2023-07-25,추풍령(135),0,30.6,29.2,24.2,21.6,88.5,0,0,1
2023-07-25,장수(248),0,29.1,27.5,24.1,20.6,88.5,0,0,1
2023-07-25,동두천(98),0,32.2,30.5,26.4,23.9,88.4,0,0,3
2023-07-25,천안(232),0,30.3,28.7,25.7,23.5,88.3,0,0,3
2023-07-25,안산(545),0,32.1,30.8,26.2,23.5,88,0,0,2
2023-07-25,대전(133),0,30.8,29.1,25.1,22.7,88,0,0,2
2023-07-25,서산(129),0,30.5,28.8,26.4,24.7,87.6,0,0,3
2023-07-25,보령(235),0,30.9,29.5,26.5,24.8,87.4,0,0,4
2023-07-25,예산(628),0,31.5,30,26.9,24.7,87,0,0,3
2023-07-25,괴산(603),0,32,30.9,26,23.1,87,0,0,1
2023-07-25,인천(112),0,30.2,28.4,26.3,24.9,86.1,0,1,3
2023-07-25,아산(634),1,33.2,31.8,27.1,24.5,86,0,0,3
2023-07-25,연천청산(652),0,32.4,30.7,26,23.4,86,0,0,3
2023-07-25,화성(571),0,32.2,30.7,27,25,85,0,0,2
2023-07-25,과천(590),0,32.9,31.6,27.2,24,85,0,0,3
2023-07-25,시흥(565),0,32.2,30.6,27.2,23.9,85,0,0,2
2023-07-25,이천(203),1,33.2,32.2,27.4,23.9,84.3,0,0,3
2023-07-25,의왕(445),0,31.2,29.8,26.5,24,84,0,0,2
2023-07-25,오산(550),1,33,32.3,27.2,23.8,84,0,0,3
2023-07-25,수원(119),0,31.6,30.1,26.8,24.4,83.6,0,0,2
2023-07-25,용인(549),0,31.4,30.9,26.1,23.2,83,0,0,1
2023-07-25,횡성(536),0,32.3,31.9,26.5,22.8,82,0,0,1
2023-07-25,정선군(217),0,32.2,31.8,25.4,21.7,82,0,0,1
2023-07-25,태백(216),0,29,28.2,23.2,20.5,82,0,0,1
2023-07-25,충주(127),0,31.7,30.7,26.4,23.2,81.9,0,0,3
2023-07-25,양평(202),0,32.5,31.9,26.7,23.4,81.8,0,0,2
2023-07-25,남양주(541),1,33.6,32.7,27.6,23.8,81,0,0,2
2023-07-25,울릉도(115),0,31.6,29.9,26.9,23.8,80.8,0,1,4
2023-07-25,양구(556),0,32.6,32.6,26.5,22.2,80,0,0,1
2023-07-25,광명(437),0,32.1,31.2,27.8,25.5,79,0,1,3
2023-07-25,군포(438),0,32.3,31.7,27.1,24.7,79,0,0,2
2023-07-25,평창(526),0,31.7,31.5,25.1,21.2,78,0,0,1
2023-07-25,구리(569),0,32.6,31.8,27.2,23.7,77,0,0,3
2023-07-25,부천(433),0,30.4,29.3,26,23.5,77,0,0,3
2023-07-25,성남(572),0,31.7,31,27.4,24.4,74,0,0,3
2023-07-24,동해(106),0,31.8,30.3,24.8,22.2,95.8,1,0,1
2023-07-24,북강릉(104),1,33.4,32.1,26.7,23.6,84.1,1,0,1
2023-07-24,삼척(876),1,33,31.7,27.1,23.1,82,1,0,1
2023-07-24,속초(90),0,32.9,31.9,26.3,23,81.6,1,0,1
2023-07-24,간성(517),1,33.3,33.6,26.8,23.4,80,1,0,1
2023-07-24,제주(184),0,31.7,30.4,27.6,26.1,79.4,1,1,3
2023-07-24,양양(670),0,32.5,32.4,27.8,24.1,76,1,1,1
2023-07-24,광양읍(713),0,31.4,28.4,26,24.8,100,0,0,2
2023-07-24,고령(812),0,31.6,28.1,25.1,24,99,0,0,1
2023-07-24,광주(156),0,32.5,29,25.2,21.6,98.9,0,0,1
2023-07-24,흑산도(169),0,29.8,26.4,23.3,22,98.4,0,0,4
2023-07-24,장흥(260),0,31,28.2,25.3,23.2,98.3,0,0,1
2023-07-24,울릉도(115),0,29.5,26.4,25,24.2,98.1,0,0,2
2023-07-24,창녕(919),0,31.3,28.5,25.4,24.3,98,0,0,3
2023-07-24,김해시(253),1,33.8,31.3,26,24.4,97.8,0,0,3
2023-07-24,함양군(264),0,31.2,28.5,25.2,23.1,97.5,0,0,2
2023-07-24,삼천포(907),0,32.3,29.3,24.9,23.8,97,0,0,3
2023-07-24,순천시(712),0,31.6,29,26.7,25.3,96,0,0,1
2023-07-24,칠곡(825),0,32.7,30.6,26.2,24.9,96,0,1,1
2023-07-24,구례(709),0,31.8,29.2,25.9,24.1,96,0,0,1
2023-07-24,김천(822),0,31.1,29.1,25.3,23.5,96,0,0,1
2023-07-24,보성(732),0,29.2,26.7,24.4,22.8,96,0,0,1
2023-07-24,압해도(789),0,31,28.3,24.6,22,96,0,0,4
2023-07-24,양산시(257),1,33.7,31.9,26.9,24.9,95.8,0,0,2
2023-07-24,목포(165),0,30.8,28.3,24.7,22.3,95.5,0,0,4
2023-07-24,여수(168),0,30.5,27.8,25.1,24,95.4,0,0,2
2023-07-24,하동(932),0,29.8,26.6,25.3,24.2,95,0,0,2
2023-07-24,의정부(532),0,32.5,30.3,26,23.7,95,0,0,3
2023-07-24,강진군(259),0,31,28.9,25.7,23.7,95,0,0,1
2023-07-24,함안(920),0,32.1,30.1,25.6,23.3,95,0,0,2
2023-07-24,곡성(768),0,32.1,29.6,25.4,22.7,95,0,0,1
2023-07-24,나주(710),0,31.7,29,25.1,21.7,95,0,0,1
2023-07-24,진주(192),0,31.9,29.2,25.3,24.1,94.4,0,0,3
2023-07-24,산청(289),0,29.3,26.6,25,23.5,94.3,0,0,2
2023-07-24,태안(627),0,30.6,28.3,25.2,23.8,94,0,0,3
2023-07-24,화천(555),0,32.6,30.3,25.1,21.9,94,0,0,1
2023-07-24,함평(754),0,31.3,28.9,24.9,21,94,0,0,1
2023-07-24,고흥(262),0,30.3,28,25.1,23.2,93.6,0,0,2
2023-07-24,문경(273),0,30.6,29,25.5,23.9,93.5,0,0,2
2023-07-24,진도군ASOS(268),0,30.3,27.9,25.7,24,93.3,0,0,3
2023-07-24,당진(616),0,32,30.4,25.8,23.9,93,0,0,3
2023-07-24,청도(813),0,31.1,28.8,25.2,23.9,93,0,0,3
2023-07-24,영암(731),0,31.8,29.3,26,23.2,93,0,1,1
2023-07-24,장성(730),0,31.2,29,24.7,21,93,0,0,3
2023-07-24,영주(272),0,30.7,29.3,25.1,22.7,92.9,0,0,2
2023-07-24,해남(261),0,31.4,29.3,25.9,24,92.5,0,0,1
2023-07-24,상주(137),0,30.7,28.8,26,24.3,92.3,0,0,1
2023-07-24,고성(918),0,32.1,29.6,26.4,24.8,92,0,0,1
2023-07-24,합천(285),0,29.4,27.2,25,23.9,92,0,0,2
2023-07-24,여주(548),0,31.4,29.5,25.8,23.6,92,0,0,2
2023-07-24,거창(284),0,29.4,27.7,24.8,23.3,92,0,0,1
2023-07-24,무안(699),0,31.7,29.4,25.1,21.6,92,0,0,1
2023-07-24,파주(99),0,32.1,30.2,25.8,23.2,91.8,0,0,3
2023-07-24,임실(244),0,30,27.8,24.6,21.9,91.8,0,0,2
2023-07-24,거제(294),0,30.7,28.5,25.8,24.3,91.5,0,0,1
2023-07-24,제천(221),0,30.8,29.2,24.8,22.5,91.4,0,0,2
2023-07-24,남해(295),0,30.4,28.4,25.9,23.7,91.3,0,0,3
2023-07-24,순창군(254),0,31.8,29.9,25.3,21.8,91.3,0,0,3
2023-07-24,의령군(263),1,33,31.1,25.9,24.8,91.1,0,0,2
2023-07-24,통영(162),0,30.8,28.4,25.9,24,91,0,0,3
2023-07-24,증평(623),0,31.4,29.6,25.8,23.8,91,0,0,2
2023-07-24,안성(516),0,31.6,30.1,26.3,23.7,91,0,0,3
2023-07-24,계룡(636),0,30.8,29.4,24.8,23,91,0,0,2
2023-07-24,완도(170),0,31,28.2,26.1,24.3,90.9,0,0,3
2023-07-24,서산(129),0,30.8,29.2,25.5,24,90.3,0,0,3
2023-07-24,가평조종(505),0,32.2,30.8,26.1,23.8,90,0,0,3
2023-07-24,청양(618),0,31.4,29.9,25.8,23.4,90,0,0,3
2023-07-24,영양(801),0,32.1,30.8,26,23.3,90,0,0,1
2023-07-24,김제(737),0,32,30.5,26,22.4,90,0,0,3
2023-07-24,진안(703),0,29.9,28.1,24.2,21.3,90,0,0,2
2023-07-24,동두천(98),0,32.3,30,26.1,24,89.8,0,0,3
2023-07-24,이천(203),0,32.4,31.2,26.6,24.2,89.4,0,0,2
2023-07-24,군위(823),0,32.6,31,26.3,24.3,89,0,0,2
2023-07-24,평택(551),0,32.2,31.1,26.8,24.2,89,0,0,3
2023-07-24,예산(628),0,31.4,30.1,26.2,24.1,89,0,0,3
2023-07-24,아산(634),0,32.5,31.1,26.5,23.9,89,0,0,3
2023-07-24,서천(614),0,31.4,30,25.6,23.5,89,0,0,3
2023-07-24,인천(112),0,29.7,27.3,25.2,23.4,89,0,0,3
2023-07-24,완주(734),0,31.4,30,25.6,23.3,89,0,0,3
2023-07-24,안산(545),0,31.7,30.5,25.4,21.9,89,0,0,3
2023-07-24,영광군(252),0,32,29.9,25.5,21.8,89,0,0,3
2023-07-24,부여(236),0,31.3,30.1,26,23.9,88.9,0,0,2
2023-07-24,추풍령(135),0,30.2,28.6,24.8,23.1,88.9,0,0,1
2023-07-24,남원(247),0,30.7,28.7,25.7,22.8,88.9,0,0,2
2023-07-24,고창(172),0,31.6,29.6,26,22.3,88.9,0,0,3
2023-07-24,부산(159),0,30.3,28.5,25.5,24.5,88.8,0,0,3
2023-07-24,의성(278),0,32.6,31.6,26.5,24.1,88.8,0,0,2
2023-07-24,금산(238),0,30.9,29.8,25.3,23.1,88.8,0,0,2
2023-07-24,봉화(271),0,29.4,28.1,24.4,22.5,88.8,0,0,2
2023-07-24,구미(279),0,31,29.8,25.5,24.1,88.6,0,0,3
2023-07-24,장수(248),0,29.2,27.5,24.3,21.3,88.4,0,0,2
2023-07-24,영월(121),0,30.2,29.5,25.1,22.8,88.3,0,0,1
2023-07-24,보은(226),0,30.3,29.2,25.1,23.4,88.1,0,0,1
2023-07-24,옥천(604),0,32,31,26,24.1,88,0,0,1
2023-07-24,예천(815),0,31.7,30.6,25.9,24.1,88,0,0,1
2023-07-24,천안(232),0,30.8,29.8,25.8,23.9,88,0,0,2
2023-07-24,공주(612),0,31.7,30.7,25.8,23.6,88,0,0,3
2023-07-24,단양(601),0,31.9,30.8,25.9,23.5,88,0,0,2
2023-07-24,과천(590),0,32.5,31.5,26.2,23.4,88,0,0,3
2023-07-24,시흥(565),0,31.8,29.8,26,23.4,88,0,0,3
2023-07-24,화순(741),0,32.8,31,25.7,22.9,88,0,0,1
2023-07-24,무주(701),0,31.3,30.3,25.1,22.4,88,0,0,2
2023-07-24,부안(243),0,31.2,30.1,25.9,22.6,87.8,0,0,3
2023-07-24,세종(239),0,31.6,30.4,25.8,23.7,87.6,0,0,2
2023-07-24,군산(140),0,31.7,30.6,25.9,23.3,87.5,0,0,3
2023-07-24,안동(136),0,32,29.9,26,24,87.3,0,0,1
2023-07-24,괴산(603),0,31.5,30.6,26,23.5,87,0,0,2
2023-07-24,익산(702),0,31.7,30.6,26.3,23.3,87,0,0,3
2023-07-24,횡성(536),0,31.6,30.5,25.6,23.3,87,0,0,1
2023-07-24,화성(571),0,31,29.6,26.1,23.2,87,0,1,3
2023-07-24,북춘천(93),0,32.2,31,26.7,24.1,86.8,0,0,1
2023-07-24,인제(211),0,31.3,30.4,25.8,23.4,86.8,0,0,1
2023-07-24,영천(281),0,31.8,30.7,26.3,23.8,86.5,0,0,3
2023-07-24,보령(235),0,30.7,29.4,26.1,23.9,86.4,0,0,3
2023-07-24,홍천(212),0,31.6,30.8,25.8,23.2,86.4,0,0,1
2023-07-24,성주(810),0,31.7,30.5,26.2,24.7,86,0,1,3
2023-07-24,경산(827),0,32.8,31.5,26.8,24.5,86,0,0,3
2023-07-24,논산(615),0,31.9,31.4,26.5,24.5,86,0,1,2
2023-07-24,남양주(541),1,33.1,31.9,26.7,23.9,86,0,0,3
2023-07-24,양주(598),0,32.9,31.5,26.6,23.6,86,0,0,3
2023-07-24,오산(550),0,31.9,31,26.3,23.1,86,0,0,2
2023-07-24,의왕(445),0,30.9,29.6,25.6,23,86,0,0,3
2023-07-24,음성(619),0,30.7,29.5,25.1,22.5,86,0,0,2
2023-07-24,양평(202),0,31,30,25.9,23.6,85.9,0,0,2
2023-07-24,영덕(277),0,32.2,30.6,26.6,23.5,85.9,0,0,2
2023-07-24,밀양(288),0,32.3,31.6,26.2,24.5,85.8,0,0,3
2023-07-24,수원(119),0,31.1,29.9,26.1,23.6,85.8,0,0,3
2023-07-24,울진(130),0,30.2,28.5,25,22.1,85.8,0,0,2
2023-07-24,철원(95),0,31.4,30.2,26.7,24.1,85.6,0,0,1
2023-07-24,대구(143),0,31.7,30.5,26.6,24.3,85.4,0,0,3
2023-07-24,태백(216),0,28.5,27,23.3,20.5,85.1,0,0,1
2023-07-24,포천(504),0,31.9,30.6,26.4,24.1,85,0,0,3
2023-07-24,연천청산(652),0,31.8,30.7,26.3,23.7,85,0,0,3
2023-07-24,경기광주(546),0,31.2,30.8,25.8,23.3,85,0,0,2
2023-07-24,용인(549),0,30.7,30.2,25.3,22.9,85,0,0,2
2023-07-24,창원(155),0,32.8,31.5,26.8,24.5,84.8,0,0,3
2023-07-24,경주시(283),1,34.1,33.3,27.1,24.6,84.6,0,0,2
2023-07-24,하남(444),0,31.6,30.8,25.4,22.5,84,0,0,3
2023-07-24,정선군(217),0,30.8,29.8,25.1,22,84,0,0,1
2023-07-24,정읍(245),0,30.9,29.5,25.8,21.8,83.4,0,0,3
2023-07-24,서울(108),0,31.5,30,26.9,24.6,83.1,0,1,4
2023-07-24,충주(127),0,31.4,30.9,26.3,23.7,83.1,0,0,2
2023-07-24,양구(556),0,31.2,30.7,25.9,23.4,83,0,0,1
2023-07-24,전주(146),0,31.7,30.8,26.3,22.8,83,0,0,3
2023-07-24,대전(133),0,31.1,30.1,26.1,23.8,82.3,0,0,3
2023-07-24,진천(602),0,32,31.4,26.8,24.4,82,0,0,2
2023-07-24,울산(152),0,32.5,31.3,27.1,24.5,81.3,0,0,3
2023-07-24,구리(569),0,32,31.5,26.4,23.8,81,0,0,3
2023-07-24,평창(526),0,31,30.6,25,21.6,81,0,0,1
2023-07-24,청송군(276),0,31.8,31,26,22.5,80.8,0,0,2
2023-07-24,원주(114),0,30.8,30.1,26,23.7,80.5,0,0,1
2023-07-24,군포(438),0,31.6,31.2,26.5,23.7,80,0,0,3
2023-07-24,부천(433),0,29.9,28.9,24.9,22.7,80,0,0,3
2023-07-24,광명(437),0,31.7,30.8,27.1,24.5,79,0,1,3
2023-07-24,성남(572),0,30.7,30.2,26.3,23.6,79,0,0,3
2023-07-24,청주(131),0,31.4,30.8,27.4,24.5,78.4,0,1,2
2023-07-24,포항(138),1,33.1,33.2,28,26.3,76.3,0,1,3
2023-07-23,가평조종(505),0,28.8,25.4,24,22.9,100,0,0,1
2023-07-23,이천(203),0,29,25.7,24.8,23.7,99.8,0,0,1
2023-07-23,파주(99),0,29.4,26.2,24.6,23.5,99.3,0,0,2
2023-07-23,평택(551),0,28.8,25.7,24.9,24,99,0,0,1
2023-07-23,계룡(636),0,28.9,26.1,23.9,22.6,99,0,0,2
2023-07-23,흑산도(169),0,29,25.7,23.4,21.4,99,0,0,2
2023-07-23,광주(156),0,32.2,28.9,25.9,24.7,98.8,0,0,3
2023-07-23,울릉도(115),0,29,25.8,24.9,24.1,98.1,0,0,3
2023-07-23,당진(616),0,29.5,26.2,24.9,24,98,0,0,1
2023-07-23,화성(571),0,28.4,25.2,24.4,23.8,98,0,0,1
2023-07-23,안성(516),0,28.7,26.3,24.5,23.7,98,0,0,1
2023-07-23,태안(627),0,28.7,25.6,24.4,23.7,98,0,0,1
2023-07-23,고령(812),0,32.7,29.6,26.2,23.3,98,0,0,2
2023-07-23,의정부(532),0,28.9,25.6,24.5,23.3,98,0,0,1
2023-07-23,안산(545),0,28.4,25.1,24.1,23.1,98,0,0,1
2023-07-23,동해(106),0,29.4,26.1,24.3,22.5,97.9,0,0,1
2023-07-23,동두천(98),0,28.7,25.6,24.2,23.1,97.6,0,0,2
2023-07-23,압해도(789),0,30.4,27,25.7,24.2,97,0,0,1
2023-07-23,과천(590),0,29.1,25.8,24.8,24,97,0,0,1
2023-07-23,부여(236),0,28.7,25.9,24.9,23.7,97,0,0,2
2023-07-23,용인(549),0,28,24.8,23.7,22.8,97,0,0,1
2023-07-23,화천(555),0,28.1,24.9,23.2,21.8,97,0,0,1
2023-07-23,장흥(260),0,31.8,29.2,26.4,24.8,96.5,0,0,2
2023-07-23,북춘천(93),0,28.6,25.5,24.4,23.5,96.5,0,0,1
2023-07-23,함양군(264),0,32.2,29.9,25.9,23,96.4,0,0,2
2023-07-23,제천(221),0,28.9,26.2,24.2,22.6,96.3,0,0,2
2023-07-23,삼천포(907),0,29.7,27.1,25.4,24.3,96,0,0,2
2023-07-23,아산(634),0,28.5,26.4,24.8,24.2,96,0,0,1
2023-07-23,예산(628),0,28.8,26.3,24.9,24,96,0,0,1
2023-07-23,담양(706),0,32.1,29.2,26.1,23.9,96,0,1,3
2023-07-23,양주(598),0,28.9,26.3,24.7,23.5,96,0,0,1
2023-07-23,인천(112),0,28.2,25.1,24.4,23.8,95.9,0,0,2
2023-07-23,영주(272),0,30.2,27.9,24.9,23.2,95.9,0,0,2
2023-07-23,김해시(253),0,32.7,30.3,26.6,24.6,95.1,0,1,2
2023-07-23,함평(754),0,30.3,27.8,26.1,24.4,95,0,0,1
2023-07-23,청양(618),0,28.4,25.7,24.7,23.8,95,0,0,1
2023-07-23,서천(614),0,28.6,26.3,24.8,23.6,95,0,0,1
2023-07-23,오산(550),0,28.8,25.6,24.7,23.5,95,0,0,1
2023-07-23,연천청산(652),0,29,26.1,24.4,23.4,95,0,0,1
2023-07-23,공주(612),0,28.8,27.1,24.7,23.2,95,0,0,2
2023-07-23,횡성(536),0,28.1,25.2,24.2,22.9,95,0,0,1
2023-07-23,강진군(259),0,31.7,30.2,26.3,25.1,94.5,0,0,2
2023-07-23,문경(273),0,30.4,28,25.3,23.4,94.5,0,0,2
2023-07-23,수원(119),0,28.1,25.1,24.5,23.8,94.4,0,0,1
2023-07-23,서울(108),0,28.9,25.8,25.2,24.5,94.3,0,0,1
2023-07-23,양평(202),0,28.4,25.5,24.3,23.5,94.3,0,0,1
2023-07-23,목포(165),0,30,27.4,26,24.8,94.1,0,0,3
2023-07-23,순천시(712),1,33,30.4,27.6,25.7,94,0,1,2
2023-07-23,광양읍(713),0,32.7,31,27,25.4,94,0,1,2
2023-07-23,나주(710),0,31.4,29.3,25.9,24.2,94,0,0,3
2023-07-23,시흥(565),0,29.1,26.2,25.1,24.2,94,0,0,2
2023-07-23,증평(623),0,29,26.1,25.1,24.1,94,0,0,1
2023-07-23,서산(129),0,28.6,26.3,24.8,24,94,0,0,1
2023-07-23,보성(732),0,29.6,26.9,25.3,23.9,94,0,0,2
2023-07-23,포천(504),0,28.3,25.4,24.6,23.6,94,0,0,1
2023-07-23,의왕(445),0,27.9,25.1,24.2,23.6,94,0,0,1
2023-07-23,여주(548),0,28.9,25.6,24.8,23.4,94,0,0,1
2023-07-23,군산(140),0,28.6,25.8,25,24.4,93.9,0,0,3
2023-07-23,칠곡(825),0,32.4,30.1,26.8,25.3,93,0,0,3
2023-07-23,구례(709),0,32.5,30.7,26.3,24.6,93,0,0,1
2023-07-23,익산(702),0,29.9,27.5,25.4,24.4,93,0,0,2
2023-07-23,곡성(768),0,31.5,29.3,26,24.2,93,0,0,2
2023-07-23,장성(730),0,29.8,28,25.6,24.2,93,0,0,3
2023-07-23,김제(737),0,29.8,27.6,25.6,24.2,93,0,0,2
2023-07-23,하동(932),0,31.8,29.7,26.4,23.7,93,0,0,1
2023-07-23,옥천(604),0,30.1,28.4,25.4,23.6,93,0,0,2
2023-07-23,경기광주(546),0,27.8,25.3,24.2,23.4,93,0,0,1
2023-07-23,남양주(541),0,29.6,26.5,24.7,23.3,93,0,0,1
2023-07-23,양산시(257),1,33.2,31.3,27.4,24.5,92.8,0,1,3
2023-07-23,철원(95),0,28.7,25.9,24.7,23.2,92.6,0,0,1
2023-07-23,고창(172),0,29.9,27.6,25.9,24,92.4,0,0,2
2023-07-23,부안(243),0,29.3,27.2,25.6,24.4,92.1,0,0,2
2023-07-23,보령(235),0,29.1,27.4,25.4,24.2,92.1,0,0,1
2023-07-23,영암(731),0,31.2,29.1,26.8,25.6,92,0,0,3
2023-07-23,고성(918),0,31.1,28.2,26.7,24.2,92,0,1,2
2023-07-23,군포(438),0,27.8,25.2,24.3,23.6,92,0,0,1
2023-07-23,홍천(212),0,28.3,26.1,24.5,23.2,92,0,0,1
2023-07-23,부천(433),0,27.5,24.5,23.5,22.6,92,0,0,2
2023-07-23,여수(168),0,30.8,28.5,26.4,24.7,91.4,0,1,3
2023-07-23,천안(232),0,28.5,25.6,24.9,24.1,91.4,0,0,1
2023-07-23,괴산(603),0,29.8,27.9,25.1,23.2,91,0,0,2
2023-07-23,김천(822),0,31.8,30.1,25.8,22.9,91,0,0,2
2023-07-23,하남(444),0,27.5,25,23.9,22.8,91,0,0,1
2023-07-23,진도군ASOS(268),0,30.8,28.1,26.8,25,90.6,0,0,3
2023-07-23,산청(289),0,30.4,28.5,26,24.3,90.6,0,0,2
2023-07-23,영광군(252),0,29.9,27.6,25.8,23.6,90.6,0,0,3
2023-07-23,임실(244),0,29.7,27.6,25.1,23.8,90.5,0,0,3
2023-07-23,영월(121),0,29.3,27.4,24.6,22.4,90.5,0,0,1
2023-07-23,세종(239),0,28.6,26.8,25,23.9,90.4,0,0,1
2023-07-23,보은(226),0,28.9,27.1,25,23.6,90.3,0,0,3
2023-07-23,인제(211),0,28.4,26.7,24.5,22.8,90.3,0,0,1
2023-07-23,무안(699),0,30.1,27.9,26.5,24.9,90,0,0,3
2023-07-23,논산(615),0,29.7,27.8,25.8,24.7,90,0,0,2
2023-07-23,함안(920),0,31.9,29.8,26.4,23.6,90,0,0,3
2023-07-23,구리(569),0,28.7,26.1,24.6,23.6,90,0,0,1
2023-07-23,양구(556),0,28.1,26.4,24.2,23,90,0,0,1
2023-07-23,완도(170),0,31.2,29,26.7,24.8,89.9,0,0,2
2023-07-23,진주(192),0,31.3,29.2,26.6,23.6,89.9,0,0,3
2023-07-23,대전(133),0,29.2,27,24.8,23.7,89.4,0,0,2
2023-07-23,광명(437),0,29.1,26.6,25.6,24.5,89,0,0,2
2023-07-23,완주(734),0,30.2,28.7,25.9,23.7,89,0,0,1
2023-07-23,음성(619),0,28.4,26.1,24.3,22.7,89,0,0,1
2023-07-23,통영(162),0,30,27.9,26.3,24.6,88.9,0,0,3
2023-07-23,울진(130),0,27.7,25.1,24,22.8,88.9,0,0,3
2023-07-23,고흥(262),0,29.9,27.6,26.3,24.4,88.6,0,1,2
2023-07-23,해남(261),0,31.2,29.4,26.9,25.1,88.5,0,0,3
2023-07-23,의성(278),0,31.3,29.7,26.3,23.5,88.1,0,0,2
2023-07-23,상주(137),0,31.3,29.2,26.4,23.8,88,0,0,2
2023-07-23,거창(284),0,30.6,29.1,25.6,22.9,88,0,0,2
2023-07-23,양양(670),0,29.7,27.6,25.1,22.9,88,0,0,1
2023-07-23,평창(526),0,28.4,27.1,23.8,22.1,88,0,0,1
2023-07-23,영양(801),0,31,29.2,25.9,22,88,0,0,2
2023-07-23,남해(295),0,30.3,28.2,27,25.3,87.4,0,1,2
2023-07-23,봉화(271),0,28.8,27.1,24.5,22.2,87.4,0,0,2
2023-07-23,북강릉(104),0,30.2,28.2,25.2,23.9,87.3,0,0,1
2023-07-23,진천(602),0,29.1,26.5,25.6,24.1,87,0,0,1
2023-07-23,성남(572),0,28,26.2,24.8,23.9,87,0,0,1
2023-07-23,창녕(919),0,32.1,30.5,27.2,23.6,87,0,0,2
2023-07-23,단양(601),0,30.7,29.5,25.7,23.3,87,0,0,2
2023-07-23,예천(815),0,31.1,29.5,26.1,23.2,87,0,0,3
2023-07-23,합천(285),0,31.2,30,26.1,23.1,86.9,0,0,2
2023-07-23,거제(294),0,29.7,27.5,26.8,25.5,86.8,0,1,2
2023-07-23,순창군(254),0,31.1,29.4,26.2,24.5,86.8,0,0,3
2023-07-23,추풍령(135),0,30,28.3,25.2,23,86.5,0,0,2
2023-07-23,화순(741),0,31.2,29.3,26.4,24.7,86,0,0,2
2023-07-23,금산(238),0,29.5,28.3,25.6,23.5,86,0,0,2
2023-07-23,부산(159),0,30.7,28.9,26.5,25.4,85.5,0,1,3
2023-07-23,전주(146),0,29.8,28.4,26.2,24.2,85,0,0,1
2023-07-23,의령군(263),0,32,30.5,26.9,23.6,84.9,0,0,3
2023-07-23,창원(155),0,31.6,30.1,26.8,24.1,84.6,0,1,2
2023-07-23,영덕(277),0,30.3,28.4,25.8,23.4,84.4,0,0,2
2023-07-23,진안(703),0,29.4,27.9,25.1,23.5,84,0,0,3
2023-07-23,청도(813),0,31.1,29.5,26.4,23.2,84,0,0,2
2023-07-23,속초(90),0,29.3,28.7,24.5,22.6,84,0,0,1
2023-07-23,무주(701),0,30.8,29.7,25.7,22.5,84,0,0,3
2023-07-23,남원(247),0,31,29.8,26.9,25.1,83.8,0,0,3
2023-07-23,정읍(245),0,29.8,28.6,26,24.2,83.5,0,0,2
2023-07-23,청주(131),0,29.1,27.1,26,25.2,83.4,0,0,1
2023-07-23,안동(136),0,31,29.5,26.5,23.3,83.1,0,0,2
